post_id,upload_date,content_id,media_id,traffic_id,likes,comments,shares,saves,reach,impressions,followers_gained,engagement_rate,total_engagement,engagement_growth_rate,high_engagement_flag,avg_engagement_by_media,is_outlier,traffic_source
IG0000169,2025-02-19 09:25:22.954916,169,3,2,23084,374,1088,9137,1563977,1796651,758,1.87,33683,-0.11259499490553204,0,114632.7176658248,0,Hashtags
IG0000170,2024-12-26 09:25:22.954916,170,2,2,126872,5535,4962,7642,1089602,1150796,919,12.6,145011,1.5762157805332802,1,114825.70437121722,0,Hashtags
IG0000171,2025-06-05 09:25:22.954916,171,4,1,153296,7983,865,3031,1641449,1744228,797,9.47,165175,-0.03784233807712889,1,114984.38732394367,0,Home Feed
IG0000172,2025-06-05 09:25:22.954916,172,2,2,74575,2599,4578,6963,822315,969699,15,9.15,88715,-0.03784233807712889,0,114825.70437121722,0,Hashtags
IG0000173,2025-02-23 09:25:22.954916,173,1,6,160316,1005,4459,8609,1622157,1696460,610,10.28,174389,-0.11259499490553204,1,115250.29181636726,0,Explore
IG0000174,2025-11-14 09:25:22.954916,174,1,6,12903,119,2251,4502,225578,461171,200,4.29,19775,-0.36360818237712866,0,115250.29181636726,0,Explore
IG0000175,2025-02-14 09:25:22.954916,175,1,5,29054,5374,4683,1048,1463852,1957487,682,2.05,40159,-0.11259499490553204,0,115250.29181636726,0,Profile
IG0000176,2025-04-27 09:25:22.954916,176,4,1,152979,5891,2221,5926,1358004,1724189,898,9.69,167017,-0.004242380999987194,1,114984.38732394367,0,Home Feed
IG0000177,2024-12-26 09:25:22.954916,177,2,5,177048,4233,3505,1907,781644,1248092,930,14.96,186693,1.5762157805332802,1,114825.70437121722,0,Profile
IG0000178,2024-12-31 09:25:22.954916,178,4,2,145431,4225,670,4284,382237,520857,332,29.68,154610,1.5762157805332802,1,114984.38732394367,0,Hashtags
IG0000179,2025-04-27 09:25:22.954916,179,3,3,67523,7239,3078,11494,1016775,1276916,248,7.0,89334,-0.004242380999987194,0,114632.7176658248,0,Reels Feed
IG0000180,2025-03-15 09:25:22.954916,180,1,1,132268,7024,4110,13545,564794,1017136,90,15.43,156947,0.08784211024389488,1,115250.29181636726,0,Home Feed
IG0000181,2025-07-25 09:25:22.954916,181,1,4,103709,1440,3435,3460,1867121,1953730,671,5.73,112044,0.014344171843597486,0,115250.29181636726,0,External
IG0000182,2025-05-17 09:25:22.954916,182,1,1,171391,8510,4596,4872,1094651,1117152,921,16.95,189369,0.03191992545539479,1,115250.29181636726,0,Home Feed
IG0000183,2025-11-17 09:25:22.954916,183,2,6,134431,7759,636,9377,194249,601903,802,25.29,152203,-0.36360818237712866,1,114825.70437121722,0,Explore
IG0000184,2025-09-01 09:25:22.954916,184,4,3,129104,9610,2475,9648,463019,759688,193,19.86,150837,-0.07589373937921085,1,114984.38732394367,0,Reels Feed
IG0000185,2025-10-01 09:25:22.954916,185,3,4,151164,2342,1458,11149,910035,953172,750,17.43,166113,0.09570235902554791,1,114632.7176658248,0,External
IG0000186,2025-02-27 09:25:22.954916,186,4,6,15606,4809,2093,6403,62169,224066,345,12.9,28911,-0.11259499490553204,0,114984.38732394367,0,Explore
IG0000187,2024-11-29 09:25:22.954916,187,4,2,173092,4033,4409,4271,367569,437879,152,42.43,185805,,1,114984.38732394367,1,Hashtags
IG0000188,2025-06-06 09:25:22.954916,188,4,3,102665,2940,2885,10389,1061889,1338694,273,8.88,118879,-0.03784233807712889,1,114984.38732394367,0,Reels Feed
IG0000189,2025-10-21 09:25:22.954916,189,2,6,65978,8221,4077,26,724593,1049732,387,7.46,78302,0.09570235902554791,0,114825.70437121722,0,Explore
IG0000190,2025-11-01 09:25:22.954916,190,1,5,73562,5761,1911,6086,1427095,1717143,761,5.09,87320,-0.36360818237712866,0,115250.29181636726,0,Profile
IG0000191,2025-03-01 09:25:22.954916,191,1,2,166204,4832,4236,7952,902667,1103232,9,16.61,183224,0.08784211024389488,1,115250.29181636726,0,Hashtags
IG0000192,2025-11-07 09:25:22.954916,192,2,4,68109,1447,2839,14565,170163,253169,712,34.35,86960,-0.36360818237712866,0,114825.70437121722,1,External
IG0000193,2025-07-27 09:25:22.954916,193,4,4,49797,9967,2832,7743,1746076,2120937,474,3.32,70339,0.014344171843597486,0,114984.38732394367,0,External
IG0000194,2025-01-18 09:25:22.954916,194,2,1,182215,9131,2745,14402,78763,233395,274,89.33,208493,0.040457964285091075,1,114825.70437121722,1,Home Feed
IG0000195,2025-02-22 09:25:22.954916,195,1,2,84905,2416,3114,9150,1409679,1430471,103,6.96,99585,-0.11259499490553204,0,115250.29181636726,0,Hashtags
IG0000196,2025-03-18 09:25:22.954916,196,3,5,123388,4976,169,4745,1853770,1944635,891,6.85,133278,0.08784211024389488,1,114632.7176658248,0,Profile
IG0000197,2025-03-12 09:25:22.954916,197,3,4,197202,610,1973,8267,149883,286496,483,72.62,208052,0.08784211024389488,1,114632.7176658248,1,External
IG0000198,2024-12-11 09:25:22.954916,198,3,1,90898,1650,3656,2465,1177648,1312242,296,7.52,98669,1.5762157805332802,0,114632.7176658248,0,Home Feed
IG0000199,2025-01-25 09:25:22.954916,199,3,2,140965,3336,2576,10509,24574,160467,720,98.08,157386,0.040457964285091075,1,114632.7176658248,1,Hashtags
IG0000200,2025-01-09 09:25:22.954916,200,4,4,145549,6519,149,2469,382768,384081,826,40.27,154686,0.040457964285091075,1,114984.38732394367,1,External
IG0000201,2025-10-08 09:25:22.954916,201,2,2,160136,2665,3655,6984,372334,709007,154,24.46,173440,0.09570235902554791,1,114825.70437121722,0,Hashtags
IG0000202,2025-01-10 09:25:22.954916,202,4,1,32829,6896,135,13602,1550648,1856571,660,2.88,53462,0.040457964285091075,0,114984.38732394367,0,Home Feed
IG0000203,2025-01-27 09:25:22.954916,203,1,2,173554,6449,1179,8912,1310536,1324629,529,14.35,190094,0.040457964285091075,1,115250.29181636726,0,Hashtags
IG0000204,2025-04-22 09:25:22.954916,204,2,3,119754,7739,138,14835,417654,462782,70,30.78,142466,-0.004242380999987194,1,114825.70437121722,0,Reels Feed
IG0000205,2025-08-14 09:25:22.954916,205,2,2,115114,6911,2594,3198,498185,722381,252,17.69,127817,-0.0070419591586720065,1,114825.70437121722,0,Hashtags
IG0000206,2025-06-28 09:25:22.954916,206,4,1,174274,6140,201,7190,1254268,1522459,104,12.34,187805,-0.03784233807712889,1,114984.38732394367,0,Home Feed
IG0000207,2024-11-30 09:25:22.954916,207,3,5,154813,4743,2259,4015,1056648,1456340,625,11.39,165830,,1,114632.7176658248,0,Profile
IG0000208,2025-04-02 09:25:22.954916,208,4,4,43118,9260,1546,4335,364330,515262,391,11.31,58259,-0.004242380999987194,0,114984.38732394367,0,External
IG0000209,2025-05-14 09:25:22.954916,209,2,6,41352,9500,2918,13385,959539,1048046,556,6.41,67155,0.03191992545539479,0,114825.70437121722,0,Explore
IG0000210,2025-03-31 09:25:22.954916,210,1,1,153298,5227,4128,12798,145584,513138,332,34.19,175451,0.08784211024389488,1,115250.29181636726,1,Home Feed
IG0000211,2025-03-14 09:25:22.954916,211,3,4,142534,1844,1364,12461,688375,912478,860,17.34,158203,0.08784211024389488,1,114632.7176658248,0,External
IG0000212,2025-05-25 09:25:22.954916,212,2,5,153505,1605,658,2008,1698721,1788686,241,8.82,157776,0.03191992545539479,1,114825.70437121722,0,Profile
IG0000213,2025-09-04 09:25:22.954916,213,4,5,189790,9309,2846,5761,1491217,1894495,376,10.96,207706,-0.07589373937921085,1,114984.38732394367,0,Profile
IG0000214,2025-07-30 09:25:22.954916,214,4,4,191534,4007,4040,1707,1431899,1639530,14,12.28,201288,0.014344171843597486,1,114984.38732394367,0,External
IG0000215,2025-11-17 09:25:22.954916,215,1,5,144951,8585,2727,11883,1557873,1966942,496,8.55,168146,-0.36360818237712866,1,115250.29181636726,0,Profile
IG0000216,2025-03-08 09:25:22.954916,216,4,5,95489,9666,2221,13985,1112056,1587527,746,7.64,121361,0.08784211024389488,1,114984.38732394367,0,Profile
IG0000217,2025-03-16 09:25:22.954916,217,4,3,187048,9900,1604,7142,1854301,2108304,888,9.76,205694,0.08784211024389488,1,114984.38732394367,0,Reels Feed
IG0000218,2025-11-19 09:25:22.954916,218,4,2,161008,5831,1628,9504,456704,880580,913,20.21,177971,-0.36360818237712866,1,114984.38732394367,0,Hashtags
IG0000219,2025-02-04 09:25:22.954916,219,3,5,47687,3522,2432,2077,905096,1254398,901,4.44,55718,-0.11259499490553204,0,114632.7176658248,0,Profile
IG0000220,2025-08-31 09:25:22.954916,220,3,4,17002,213,931,3129,690476,1100215,917,1.93,21275,-0.0070419591586720065,0,114632.7176658248,0,External
IG0000221,2025-02-26 09:25:22.954916,221,3,4,92136,1751,3444,8920,1494580,1565253,287,6.79,106251,-0.11259499490553204,0,114632.7176658248,0,External
IG0000222,2024-12-19 09:25:22.954916,222,3,1,190059,136,4244,5776,1260337,1759702,315,11.38,200215,1.5762157805332802,1,114632.7176658248,0,Home Feed
IG0000223,2025-02-03 09:25:22.954916,223,3,1,156819,6314,3931,13986,1149339,1283123,838,14.11,181050,-0.11259499490553204,1,114632.7176658248,0,Home Feed
IG0000224,2025-08-27 09:25:22.954916,224,1,2,106362,1345,4313,14738,1849145,2234873,603,5.67,126758,-0.0070419591586720065,1,115250.29181636726,0,Hashtags
IG0000225,2025-02-15 09:25:22.954916,225,2,2,87679,2931,1901,10807,283104,340186,119,30.37,103318,-0.11259499490553204,0,114825.70437121722,0,Hashtags
IG0000226,2024-12-08 09:25:22.954916,226,2,3,24966,6993,2265,1862,206913,544578,685,6.63,36086,1.5762157805332802,0,114825.70437121722,0,Reels Feed
IG0000227,2025-09-17 09:25:22.954916,227,3,3,125561,7385,4450,12743,841452,1271558,912,11.81,150139,-0.07589373937921085,1,114632.7176658248,0,Reels Feed
IG0000228,2024-12-31 09:25:22.954916,228,1,4,28939,6155,1699,14535,1743810,1890854,490,2.71,51328,1.5762157805332802,0,115250.29181636726,0,External
IG0000229,2025-08-28 09:25:22.954916,229,4,5,5206,4879,4862,9252,1184204,1273213,201,1.9,24199,-0.0070419591586720065,0,114984.38732394367,0,Profile
IG0000230,2025-02-01 09:25:22.954916,230,3,6,17776,9672,3483,4185,1072834,1162430,257,3.02,35116,-0.11259499490553204,0,114632.7176658248,0,Explore
IG0000231,2025-03-14 09:25:22.954916,231,2,6,140389,1279,1949,14280,78466,156198,286,101.09,157897,0.08784211024389488,1,114825.70437121722,1,Explore
IG0000232,2025-07-16 09:25:22.954916,232,1,3,56228,1232,2460,6731,1768879,2250137,727,2.96,66651,0.014344171843597486,0,115250.29181636726,0,Reels Feed
IG0000233,2025-04-08 09:25:22.954916,233,1,5,189961,6761,3641,2828,755311,969037,724,20.97,203191,-0.004242380999987194,1,115250.29181636726,0,Profile
IG0000234,2025-08-22 09:25:22.954916,234,4,1,60897,4713,1533,11780,704763,747324,773,10.56,78923,-0.0070419591586720065,0,114984.38732394367,0,Home Feed
IG0000235,2025-03-19 09:25:22.954916,235,4,2,71870,8847,4244,2301,103912,541006,766,16.13,87262,0.08784211024389488,0,114984.38732394367,0,Hashtags
IG0000236,2025-02-21 09:25:22.954916,236,2,5,102580,5303,4897,10822,1850069,2180392,273,5.67,123602,-0.11259499490553204,1,114825.70437121722,0,Profile
IG0000237,2025-04-27 09:25:22.954916,237,1,1,80145,3104,4499,2903,717840,1116222,274,8.12,90651,-0.004242380999987194,0,115250.29181636726,0,Home Feed
IG0000238,2025-11-13 09:25:22.954916,238,2,4,179827,6380,3471,13410,1535778,1909668,193,10.63,203088,-0.36360818237712866,1,114825.70437121722,0,External
IG0000239,2025-04-15 09:25:22.954916,239,2,6,44761,3633,2248,11291,154806,387576,997,15.98,61933,-0.004242380999987194,0,114825.70437121722,0,Explore
IG0000240,2025-10-21 09:25:22.954916,240,4,2,77868,9127,529,304,1600694,1828842,517,4.8,87828,0.09570235902554791,0,114984.38732394367,0,Hashtags
IG0000241,2025-09-09 09:25:22.954916,241,3,5,12122,6356,4976,13130,1894865,2244309,671,1.63,36584,-0.07589373937921085,0,114632.7176658248,0,Profile
IG0000242,2025-03-19 09:25:22.954916,242,4,3,70155,2041,296,4378,1771913,2041859,710,3.76,76870,0.08784211024389488,0,114984.38732394367,0,Reels Feed
IG0000243,2025-10-26 09:25:22.954916,243,2,1,193726,6271,1238,11821,1768189,2217918,459,9.61,213056,0.09570235902554791,1,114825.70437121722,0,Home Feed
IG0000244,2025-05-26 09:25:22.954916,244,4,4,78400,2696,3475,400,680736,1022643,719,8.31,84971,0.03191992545539479,0,114984.38732394367,0,External
IG0000245,2025-11-04 09:25:22.954916,245,1,3,178319,169,2544,3255,1133193,1234191,233,14.93,184287,-0.36360818237712866,1,115250.29181636726,0,Reels Feed
IG0000246,2025-09-27 09:25:22.954916,246,3,4,119398,6020,2494,13687,1910721,2319301,553,6.11,141599,-0.07589373937921085,1,114632.7176658248,0,External
IG0000247,2025-04-26 09:25:22.954916,247,2,4,184300,57,2382,8361,1844709,2243112,622,8.7,195100,-0.004242380999987194,1,114825.70437121722,0,External
IG0000248,2025-03-23 09:25:22.954916,248,3,1,119158,5844,3621,11336,1404703,1703281,78,8.22,139959,0.08784211024389488,1,114632.7176658248,0,Home Feed
IG0000249,2025-01-30 09:25:22.954916,249,1,4,115714,7839,2048,10533,56685,392351,248,34.7,136134,0.040457964285091075,1,115250.29181636726,1,External
IG0000250,2025-04-27 09:25:22.954916,250,4,6,164844,4175,310,8264,1218302,1624852,456,10.93,177593,-0.004242380999987194,1,114984.38732394367,0,Explore
IG0000251,2025-05-15 09:25:22.954916,251,2,2,109423,5154,3434,14554,1501415,1969250,994,6.73,132565,0.03191992545539479,1,114825.70437121722,0,Hashtags
IG0000252,2024-12-13 09:25:22.954916,252,1,1,7678,9407,2086,1791,911406,967880,3,2.17,20962,1.5762157805332802,0,115250.29181636726,0,Home Feed
IG0000253,2025-06-29 09:25:22.954916,253,1,6,113555,7633,1720,302,1941541,2289380,8,5.38,123210,-0.03784233807712889,1,115250.29181636726,0,Explore
IG0000254,2025-05-27 09:25:22.954916,254,3,1,124148,3857,2062,12036,1615815,2066966,797,6.87,142103,0.03191992545539479,1,114632.7176658248,0,Home Feed
IG0000255,2025-09-25 09:25:22.954916,255,3,3,88778,5076,2847,7880,389259,859243,697,12.17,104581,-0.07589373937921085,0,114632.7176658248,0,Reels Feed
IG0000256,2025-06-29 09:25:22.954916,256,4,5,108946,7023,1141,12308,1366872,1461152,346,8.86,129418,-0.03784233807712889,1,114984.38732394367,0,Profile
IG0000257,2025-07-28 09:25:22.954916,257,1,6,126157,5668,4875,1890,1253368,1340140,428,10.34,138590,0.014344171843597486,1,115250.29181636726,0,Explore
IG0000258,2025-10-30 09:25:22.954916,258,4,1,77281,6092,2187,2238,1177127,1346670,544,6.52,87798,0.09570235902554791,0,114984.38732394367,0,Home Feed
IG0000259,2024-12-01 09:25:22.954916,259,1,1,2851,6932,1241,5278,226235,483848,430,3.37,16302,1.5762157805332802,0,115250.29181636726,0,Home Feed
IG0000260,2025-10-09 09:25:22.954916,260,4,2,42089,5239,411,7188,261360,314139,651,17.48,54927,0.09570235902554791,0,114984.38732394367,0,Hashtags
IG0000261,2025-07-22 09:25:22.954916,261,4,5,30992,5774,4715,10413,331991,603026,411,8.61,51894,0.014344171843597486,0,114984.38732394367,0,Profile
IG0000262,2025-08-18 09:25:22.954916,262,2,6,169194,3765,2517,156,234086,262760,791,66.84,175632,-0.0070419591586720065,1,114825.70437121722,1,Explore
IG0000263,2025-01-31 09:25:22.954916,263,1,4,36305,903,951,5653,1293156,1560305,650,2.81,43812,0.040457964285091075,0,115250.29181636726,0,External
IG0000264,2024-11-24 09:25:22.954916,264,3,1,186277,5986,759,13357,81244,368558,469,56.0,206379,,1,114632.7176658248,1,Home Feed
IG0000265,2025-07-22 09:25:22.954916,265,3,4,16779,5158,3720,122,50150,305170,720,8.45,25779,0.014344171843597486,0,114632.7176658248,0,External
IG0000266,2025-06-14 09:25:22.954916,266,2,3,110061,8875,1198,2598,1440948,1714477,683,7.16,122732,-0.03784233807712889,1,114825.70437121722,0,Reels Feed
IG0000267,2025-03-27 09:25:22.954916,267,3,2,75012,9572,4635,13833,469884,592586,569,17.39,103052,0.08784211024389488,0,114632.7176658248,0,Hashtags
IG0000268,2025-05-08 09:25:22.954916,268,2,4,108114,8125,2933,13494,454278,555351,904,23.89,132666,0.03191992545539479,1,114825.70437121722,0,External
IG0000269,2025-05-26 09:25:22.954916,269,4,2,89416,1998,1283,11729,1771300,2267945,304,4.6,104426,0.03191992545539479,0,114984.38732394367,0,Hashtags
IG0000270,2025-09-14 09:25:22.954916,270,2,3,25486,6435,1931,3004,1708799,1860103,875,1.98,36856,-0.07589373937921085,0,114825.70437121722,0,Reels Feed
IG0000271,2025-01-20 09:25:22.954916,271,3,2,20967,5401,76,13663,615603,989514,731,4.05,40107,0.040457964285091075,0,114632.7176658248,0,Hashtags
IG0000272,2025-07-22 09:25:22.954916,272,3,4,153695,5629,4631,11681,343892,443900,293,39.57,175636,0.014344171843597486,1,114632.7176658248,1,External
IG0000273,2025-05-03 09:25:22.954916,273,3,5,78397,4375,1721,5577,1048029,1288390,640,6.99,90070,0.03191992545539479,0,114632.7176658248,0,Profile
IG0000274,2025-02-03 09:25:22.954916,274,2,4,182453,6402,2221,11060,502849,690208,496,29.29,202136,-0.11259499490553204,1,114825.70437121722,0,External
IG0000275,2025-07-19 09:25:22.954916,275,2,2,196452,3299,3782,11202,1069569,1329902,381,16.15,214735,0.014344171843597486,1,114825.70437121722,0,Hashtags
IG0000276,2025-11-08 09:25:22.954916,276,3,4,105181,6080,2054,7679,1739899,1797690,384,6.73,120994,-0.36360818237712866,1,114632.7176658248,0,External
IG0000277,2025-08-28 09:25:22.954916,277,4,5,23970,5316,4996,9169,1182119,1451576,274,2.99,43451,-0.0070419591586720065,0,114984.38732394367,0,Profile
IG0000278,2025-05-08 09:25:22.954916,278,2,2,150720,4787,2894,4151,1351503,1669640,604,9.74,162552,0.03191992545539479,1,114825.70437121722,0,Hashtags
IG0000279,2025-07-26 09:25:22.954916,279,4,6,24766,8376,1985,7361,1036861,1233716,994,3.44,42488,0.014344171843597486,0,114984.38732394367,0,Explore
IG0000280,2025-07-28 09:25:22.954916,280,3,5,126329,4827,3397,14031,1303565,1578322,663,9.41,148584,0.014344171843597486,1,114632.7176658248,0,Profile
IG0000281,2024-11-20 09:25:22.954916,281,1,1,198491,9045,3079,2494,867699,1035039,59,20.59,213109,,1,115250.29181636726,0,Home Feed
IG0000282,2025-08-31 09:25:22.954916,282,4,1,139119,573,4443,847,1435370,1646027,28,8.81,144982,-0.0070419591586720065,1,114984.38732394367,0,Home Feed
IG0000283,2025-01-17 09:25:22.954916,283,4,3,195680,2628,3024,5782,1017733,1076512,228,19.24,207114,0.040457964285091075,1,114984.38732394367,0,Reels Feed
IG0000284,2024-11-28 09:25:22.954916,284,3,6,64591,3923,1776,4735,721222,900153,125,8.33,75025,,0,114632.7176658248,0,Explore
IG0000285,2025-01-13 09:25:22.954916,285,1,6,108274,5887,2931,8171,856409,1020367,633,12.28,125263,0.040457964285091075,1,115250.29181636726,0,Explore
IG0000286,2025-05-12 09:25:22.954916,286,2,5,127026,4585,1231,9612,1690053,2161170,881,6.59,142454,0.03191992545539479,1,114825.70437121722,0,Profile
IG0000287,2025-04-12 09:25:22.954916,287,3,2,24285,8218,1396,8635,1908631,2130735,640,2.0,42534,-0.004242380999987194,0,114632.7176658248,0,Hashtags
IG0000288,2025-08-26 09:25:22.954916,288,3,5,104828,8777,3526,3112,870145,1298656,770,9.26,120243,-0.0070419591586720065,1,114632.7176658248,0,Profile
IG0000289,2025-08-24 09:25:22.954916,289,2,6,24717,3638,4588,7877,875833,993416,342,4.11,40820,-0.0070419591586720065,0,114825.70437121722,0,Explore
IG0000290,2025-06-11 09:25:22.954916,290,2,4,84605,7887,4352,4202,1920921,2328028,634,4.34,101046,-0.03784233807712889,0,114825.70437121722,0,External
IG0000291,2025-01-26 09:25:22.954916,291,4,3,192090,3381,293,6536,501296,809870,643,24.98,202300,0.040457964285091075,1,114984.38732394367,0,Reels Feed
IG0000292,2025-01-05 09:25:22.954916,292,4,5,101642,9700,1040,11432,584880,640194,33,19.34,123814,0.040457964285091075,1,114984.38732394367,0,Profile
IG0000293,2025-07-26 09:25:22.954916,293,3,2,79239,525,2214,11434,1710067,2034288,61,4.59,93412,0.014344171843597486,0,114632.7176658248,0,Hashtags
IG0000294,2025-01-23 09:25:22.954916,294,4,5,109617,9154,4311,7976,1012217,1308992,434,10.01,131058,0.040457964285091075,1,114984.38732394367,0,Profile
IG0000295,2025-06-05 09:25:22.954916,295,2,6,17094,3524,2401,2691,1623215,1781193,731,1.44,25710,-0.03784233807712889,0,114825.70437121722,0,Explore
IG0000296,2024-12-31 09:25:22.954916,296,4,6,8639,2690,4654,10518,1316967,1666286,964,1.59,26501,1.5762157805332802,0,114984.38732394367,0,Explore
IG0000297,2025-07-12 09:25:22.954916,297,1,6,177363,5050,586,11030,1890659,2264423,938,8.57,194029,0.014344171843597486,1,115250.29181636726,0,Explore
IG0000298,2025-07-16 09:25:22.954916,298,1,3,198802,2870,2841,2304,995964,1368173,64,15.12,206817,0.014344171843597486,1,115250.29181636726,0,Reels Feed
IG0000299,2025-04-01 09:25:22.954916,299,3,3,168780,2569,2504,14244,1454264,1462915,522,12.86,188097,-0.004242380999987194,1,114632.7176658248,0,Reels Feed
IG0000300,2025-07-15 09:25:22.954916,300,4,3,102850,6535,4356,11223,1455102,1571155,612,7.95,124964,0.014344171843597486,1,114984.38732394367,0,Reels Feed
